
-120.531318665, 35.9787979126
-120.531631470, 35.9790077209
-120.531890869, 35.9792060852


-120.533012390, 35.9801101685
-120.532936096, 35.9800186157
-120.532836914, 35.9799118042
-120.532737732, 35.9797973633
-120.532608032, 35.9796714783
-120.532440186, 35.9795684814
-120.532257080, 35.9794425964
-120.532066345, 35.9793128967
-120.531913757, 35.9792175293


-120.532325745, 35.9806556702
-120.532203674, 35.9805870056
-120.532012939, 35.9804573059
-120.531921387, 35.9803733826
-120.531822205, 35.9802703857
-120.531692505, 35.9801216125
-120.531562805, 35.9799537659
-120.531410217, 35.9797401428
-120.531211853, 35.9795036316


-120.533020020, 35.9801177979
-120.533187866, 35.9803390503
-120.533332825, 35.9805145264
-120.533477783, 35.9806747437
-120.533653259, 35.9808692932
-120.533843994, 35.9810447693
-120.534034729, 35.9812278748
-120.534332275, 35.9814720154
-120.534759521, 35.9817581177
-120.535194397, 35.9820365906
-120.535430908, 35.9821777344


-120.535446167, 35.9821777344
-120.535598755, 35.9822731018
-120.535728455, 35.9823760986
-120.535804749, 35.9824867249


-120.535804749, 35.9824867249
-120.536201477, 35.9831657410
-120.536636353, 35.9838485718
-120.536903381, 35.9842910767
-120.537048340, 35.9846153259
-120.537155151, 35.9849014282


-120.536903381, 35.9842796326
-120.537132263, 35.9846000671
-120.537239075, 35.9847526550
-120.537300110, 35.9848594666


-120.537300110, 35.9848365784
-120.537490845, 35.9851264954
-120.537643433, 35.9853363037
-120.537834167, 35.9855575562
-120.538002014, 35.9857673645
-120.538177490, 35.9859466553
-120.538414001, 35.9861907959
-120.538749695, 35.9865112305
-120.539848328, 35.9874038696


-120.539558411, 35.9868965149
-120.539794922, 35.9871063232
-120.540153503, 35.9873886108
-120.540534973, 35.9876747131
-120.541015625, 35.9880218506
-120.541404724, 35.9883308411
-120.541893005, 35.9887351990
-120.542312622, 35.9891014099
-120.542564392, 35.9893417358
-120.543174744, 35.9899101257
-120.543754578, 35.9904289246
-120.544059753, 35.9907493591
-120.544395447, 35.9910964966
-120.544639587, 35.9913864136


-120.544654846, 35.9914016724
-120.544921875, 35.9918136597
-120.545074463, 35.9920845032


-120.545089722, 35.9921112061
-120.545547485, 35.9924011230
-120.545906067, 35.9926643372
-120.546981812, 35.9933776855
-120.547401428, 35.9937171936


-120.546020508, 35.9918594360
-120.546852112, 35.9924392700
-120.547225952, 35.9927406311
-120.547607422, 35.9930610657
-120.547920227, 35.9933547974
-120.548225403, 35.9936676025
-120.548683167, 35.9941062927
-120.549514771, 35.9948425293


-120.551681519, 35.9964866638
-120.551177979, 35.9959182739


-120.551162720, 35.9959106445
-120.550720215, 35.9955062866
-120.550064087, 35.9948730469


-120.550270081, 35.9946632385
-120.550727844, 35.9950637817
-120.551086426, 35.9954032898
-120.551437378, 35.9957275391
-120.551589966, 35.9959030151
-120.551742554, 35.9961318970
-120.551948547, 35.9964981079
-120.552246094, 35.9968757629
-120.552497864, 35.9972114563


-120.554214478, 35.9992485046
-120.552513123, 35.9972190857


-120.554046631, 35.9970970154
-120.554962158, 35.9983558655


-120.554962158, 35.9983558655
-120.555755615, 35.9991798401
-120.556098938, 35.9995384216
-120.556434631, 35.9998321533
-120.556739807, 36.0001296997
-120.557044983, 36.0005111694
-120.557395935, 36.0010795593
-120.558258057, 36.0022811890


-120.558959961, 36.0022430420
-120.559234619, 36.0026473999
-120.559631348, 36.0031623840
-120.560020447, 36.0036048889
-120.560417175, 36.0040168762
-120.560783386, 36.0043754578
-120.561347961, 36.0049362183


-120.561355591, 36.0049552917
-120.561622620, 36.0052299500


-120.560249329, 36.0037269592
-120.561218262, 36.0044403076
-120.561607361, 36.0047035217
-120.561752319, 36.0048179626


-120.561721802, 36.0047988892
-120.562980652, 36.0059204102


-120.563140869, 36.0060729980
-120.562370300, 36.0045776367


-120.564552307, 36.0070686340
-120.564102173, 36.0057449341


-120.564422607, 36.0069999695
-120.564079285, 36.0062179565


-120.565330505, 36.0071029663
-120.565986633, 36.0081634521


-120.566070557, 36.0066909790
-120.567512512, 36.0081138611


-120.566513062, 36.0083465576
-120.566879272, 36.0085983276


-120.561416626, 36.0052871704
-120.561782837, 36.0055694580
-120.562133789, 36.0057411194
-120.562637329, 36.0059661865
-120.563095093, 36.0061798096
-120.563354492, 36.0063056946
-120.563529968, 36.0064125061
-120.563758850, 36.0065765381
-120.564048767, 36.0068206787
-120.564285278, 36.0070114136
-120.564559937, 36.0072860718
-120.564773560, 36.0075111389
-120.565696716, 36.0085029602


-120.565704346, 36.0085067749
-120.566017151, 36.0088882446
-120.566223145, 36.0092201233
-120.566413879, 36.0095939636
-120.566696167, 36.0101547241


-120.566787720, 36.0086326599
-120.567276001, 36.0090103149
-120.567657471, 36.0092735291
-120.568153381, 36.0096588135
-120.569343567, 36.0105361938


-120.568641663, 36.0106658936
-120.568046570, 36.0098991394
-120.567672729, 36.0094032288
-120.567497253, 36.0091552734


-120.569351196, 36.0105400085
-120.569808960, 36.0109062195
-120.570465088, 36.0115699768
-120.570762634, 36.0119285583
-120.570816040, 36.0119972229


-120.570831299, 36.0120162964
-120.571609497, 36.0128135681
-120.572204590, 36.0134239197
-120.572494507, 36.0137176514
-120.572868347, 36.0140571594
-120.573387146, 36.0145492554
-120.573913574, 36.0150108337
-120.574371338, 36.0155601501
-120.575042725, 36.0164184570
-120.575508118, 36.0170860291


-120.572303772, 36.0129928589
-120.571266174, 36.0118522644


-120.572608948, 36.0127220154
-120.571090698, 36.0109443665


-120.483192444, 35.9389114380
-120.483123779, 35.9388504028
-120.483016968, 35.9387969971
-120.482894897, 35.9387397766
-120.482788086, 35.9386863708
-120.482673645, 35.9386215210
-120.482521057, 35.9385490417
-120.482414246, 35.9384994507
-120.482284546, 35.9384231567
-120.482200623, 35.9383621216
-120.482101440, 35.9383125305
-120.482025146, 35.9382591248
-120.481964111, 35.9382209778
-120.481857300, 35.9381637573


-120.480392456, 35.9370269775
-120.480232239, 35.9369163513
-120.479995728, 35.9367485046
-120.479721069, 35.9365692139
-120.479339600, 35.9363174438
-120.479019165, 35.9361419678
-120.478889465, 35.9360733032
-120.478469849, 35.9357948303
-120.478210449, 35.9356269836
-120.478042603, 35.9355239868
-120.477928162, 35.9354209900


-120.475952148, 35.9336967468
-120.475677490, 35.9334754944
-120.475387573, 35.9331588745
-120.475112915, 35.9328613281
-120.474861145, 35.9326515198
-120.474685669, 35.9325027466
-120.474563599, 35.9323844910


-120.503089905, 35.9573822021
-120.504188538, 35.9585685730
-120.505004883, 35.9594688416
-120.505607605, 35.9600944519
-120.506126404, 35.9605102539


-120.506126404, 35.9605102539
-120.507247925, 35.9613456726
-120.508415222, 35.9621696472
-120.509567261, 35.9629631042
-120.510757446, 35.9637565613
